crate_name,version,time_taken
crude,0.0.1,0.8192157498560846
crude-profiler,0.1.7,0.7033567500766367
moonramp-sale-rpc,0.1.22,230.4442769170273
crudite,0.1.0,2.9389215409755707
crudkit,0.0.0,0.637795333052054
crudx,1.1.0,1.0494111250154674
cruet,0.15.0,0.8686337089166045
crufst,0.1.0,0.652315708110109
crude_cache,0.1.1,6.5326302498579025
cruiser_derive,0.2.0,11.452260916121304
crulz,0.0.7,0.6419382090680301
crum,0.3.0,2.6718746658880264
crumb,0.2.1,0.5972270830534399
crumble,0.10.2,1.1400946250651032
crumble_ci,0.1.0,5.964097041869536
crumbles,0.3.0,0.7225715420208871
crumsort,0.1.0,1.1604335829615593
crunch,0.5.3,0.6038717920891941
solana-test-utils,0.1.19,timeout
solana-test-validator,2.2.3,timeout
nu_plugin_xpath,0.44.0,0.6319801250938326
nuage,0.1.0,0.5941508328542113
nuance,0.3.2,0.6869245420675725
nub,0.0.0,0.6445802501402795
nuban,1.1.0,0.6026391251944005
nuban_rust,0.1.1,0.6421364161651582
nube,0.0.1,3.097248916979879
nubls,0.1.0,3.925521709024906
nuc1xx,0.1.2,2.4885346670635045
solana-thin-client,2.2.3,timeout
nucgen,0.1.2,16.880019665928558
nuclear-router,0.1.0,1.4188730830792338
moonsdk,1.0.1,141.35126420808956
nuclei-attributes,0.1.0,0.8490263749845326
nucleic,0.0.1,0.5911068751011044
nucleic-acid,0.1.1,0.7229963329154998
nucleic-acids,0.1.0,0.5900714169256389
nucleide,0.1.0,1.3336771249305457
disarray-core,0.1.20,11.562050875043496
disarray-derive,0.1.13,0.8557501249015331
crudcrate,0.2.4,155.59547624993138
disarray-macros,0.1.13,0.8151722499169409
disarray-network,0.1.20,0.6808287911117077
nuclear,0.0.10,36.54023995785974
disas,0.1.3,1.3695707919541746
disasm,0.5.1,0.656790291890502
disasm-core,0.5.1,0.6475316248834133
disasm-e2k,0.5.2,0.659058750141412
disasm-gen,0.5.1,0.8852746251504868
disasm-riscv,0.5.1,0.6671353748533875
disasm-test,0.5.1,0.6942607499659061
disasm-x86,0.5.1,0.5865023750811815
disasm6502,0.2.2,0.6348643340170383
disasm_x64,0.1.1,0.650889707962051
disassemble,0.0.1,0.6888681671116501
nuclei,0.4.4,43.201989374822006
disc,0.1.0,2.5543237919919193
disc-derive,0.1.0,1.9812317921314389
moonramp-wallet-rpc,0.1.22,197.6882245000452
disarray-ledger,0.1.20,37.17961237509735
solana-token-api,0.19.1,timeout
arduino_nano_connect,0.7.0,0.6369333330076188
are,0.0.2,0.5740232500247657
are_we_touching,0.2.8,0.6601085001602769
area_crate,0.1.1,0.6601075830403715
arduinors,0.1.1,2.5582963339984417
area_func,0.1.1,0.6503382090013474
area_function,0.1.0,0.7746432910207659
arecibo,0.1.1,0.6449132498819381
areaportal2d,0.1.1,1.4487805000972005
areion,0.1.0,0.6450909578707069
arduino_mkrzero,0.12.2,31.139916458865628
arel-macros,0.3.8,1.2010832908563316
arel_macro,0.0.9,1.0563705831300467
aredis,0.0.4,15.826556124957278
aren_alloc,0.3.0,0.5724609999451786
arena-alloc,0.1.2,0.6380483750253916
air-execution-info-collector,0.7.14,0.6364605408161879
arelith_combat_simulator,1.5.1,2.885691750096157
air-interpreter-data,0.17.2,0.7222297498956323
air-interpreter-interface,0.19.0,9.387796791968867
solana-tps-client,2.2.3,timeout
arduino_nano33iot,0.7.2,38.25543395779096
air-interpreter-sede,0.1.0,3.526422416092828
air-interpreter-wasm,0.64.1,0.8791996669024229
air-interpreter-value,0.1.0,1.9628515420481565
air-interpreter-wasm_branch_release,0.0.0,0.6334882080554962
air-interpreter-wasm_ci_fix_version_increment,0.0.1,0.6539580828975886
air-interpreter-wasm_crate_release,0.0.18,0.6470811669714749
air-interpreter-wasm_fix,0.0.0,0.7208914998918772
air-interpreter-wasm_fold_iterable,0.0.9,0.6244185001123697
air-interpreter-wasm_get_rid_current_peer_id,0.0.4,0.6409015841782093
air-interpreter-wasm_jvalue_flatten,0.0.5,0.6480776669923216
air-interpreter-wasm_logger-i32,0.0.5,0.6556548331864178
air-interpreter-wasm_new_it_types,0.0.3,0.5913366659078747
air-interpreter-wasm_new_stepper_outcome,0.0.13,0.6505270409397781
air-interpreter-wasm_prerelease,0.0.1,0.5857667909003794
air-interpreter-wasm_security_tetraplets_reborn,0.0.18,0.6491920419503003
air-interpreter-cid,0.9.0,23.73742454103194
arel,0.3.8,71.83916574995965
disc-bot,0.1.0,142.30416504084133
air-interpreter-signatures,0.1.7,126.72648199996912
aws-sdk-artifact,1.52.0,129.08256975002587
aws-sdk-arczonalshift,1.63.0,132.46846637502313
aws-sdk-athena,1.66.0,129.97069208393805
aws-sdk-auditmanager,1.63.0,130.9944250001572
disarray-runtime,0.1.20,253.77298195799813
aws-sdk-autoscaling,1.70.0,146.67170924996026
aws-sdk-autoscalingplans,1.62.0,128.89166316692717
aws-sdk-b2bi,1.67.0,129.4222403750755
aws-sdk-backup,1.66.0,129.2690750421025
aws-sdk-backupgateway,1.62.0,128.46334395790473
aws-sdk-backupsearch,1.11.0,131.9732853330206
aws-sdk-backupstorage,1.30.0,133.84562966716476
aws-sdk-batch,1.72.0,131.4400720838457
aws-sdk-bcmdataexports,1.60.0,131.32862870790996
nu_plugin_x509,0.1.1,518.6417268330697
mdbook-tabs,0.2.1,0.7273139590397477
mdbook-tag,0.0.2,0.6659092500340194
mdbook-tagger,0.2.0,0.6556802911218256
mdbook-tailor,0.8.2,0.6421574999112636
mdbook-tailwindcss,0.1.1,0.6348486670758575
mdbook-templates,0.1.0,0.6405897501390427
mdbook-tera,0.5.1,0.656878957990557
mdbook-tera-backend,0.0.1,0.7358184999320656
