crate_name,version,time_basic,time_horn,dependency_count
eodhistoricaldata_api,0.4.0,600.0097351670265,210.98016512510367,93.0
eoe,0.2.0,600.0496892079245,1.3090516668744383,5.0
eoflint,0.2.0,600.0266014998779,6.634365249890834,19.0
eol,0.1.1,600.0592911671847,0.9371940831188112,4.0
eolib,2.1.1,600.0271069579758,5.2090082499198616,13.0
eom,0.11.0,600.0281897499226,24.989337499951944,31.0
eon-rs,1.0.0,0.6902437910903245,0.6151867499575019,0.0
eonil_apple_oslog,0.1.2,6.117152167018503,0.6673414169345051,1.0
eons,0.1.0,1.589299124898389,448.7165238328744,108.0
eopsin,0.0.0,0.6414920419920236,0.7308962091337889,0.0
eorst,0.2.0,600.0271352499258,63.46749887499027,62.0
eos,0.0.0,0.6624744171276689,0.6592958329711109,0.0
eos-eapi,0.2.0,600.0293734159786,10.523648582864553,24.0
eos-s3,0.1.0,600.0396658750251,2.838159458013251,11.0
eos-tz,0.0.0,0.8400347500573844,0.6548644171562046,0.0
eos-tzdata,0.0.0,0.7306485411245376,0.6657027921173722,0.0
flexflow,0.1.0,0.774258750025183,0.6612962081562728,0.0
flexflow-core,0.1.1,0.6689183339476585,0.6497035000938922,0.0
flexflow-server,0.1.1,1.2772065410390496,0.6630408749915659,1.0
flexgen,0.4.5,600.0222618340049,11.048651874996722,25.0
flexgrid,0.1.1,0.8258367499802262,0.6709772918839008,0.0
flexi-parse,0.10.0,600.0908130418975,1.196424915920943,6.0
flexi_config,0.1.0,600.0489634170663,8.310478667030111,21.0
flexi_func,0.2.7,600.0636127500329,0.9867255000863224,5.0
flexi_func_declarative,0.2.7,0.6941795409657061,0.6672552498057485,0.0
flexi_logger,0.29.8,600.0496460830327,3.119683291995898,9.0
flexi_logger_datadog,0.1.3,600.0199248748831,208.44424920808524,97.0
flexi_logger_rotate_writer,0.0.0,600.0200154581107,2.7021633330732584,10.0
flexi_syslog,0.5.3,600.0316204170231,18.935458624968305,29.0
flexiber,0.1.3,600.0477607920766,1.8523602499626577,8.0
flexiber_derive,0.1.3,600.0472337498795,1.08729516598396,5.0
flexible-hyper-server-tls,0.6.0,600.027045374969,39.90036987513304,46.0
flexible-io,0.4.0,1.490042750025168,0.7282325827982277,0.0
flexible-locks,0.1.0,600.0604287500028,1.79987799981609,9.0
flexible-locks_derive,0.1.0,600.0730494160671,0.8208378329873085,4.0
geohash-rs,0.1.3,0.701317209051922,0.6649022090714425,0.0
geohash-tools,0.1.3,600.0430864999071,0.7688087080605328,3.0
geohash_gps,0.1.0,0.6607643750030547,0.6670269581954926,0.0
geohasher,0.1.4,0.770676749991253,0.6556799169629812,0.0
geohashing,0.1.0,414.56932883290574,0.7767007499933243,3.0
geohashrust,0.0.2,0.9261395421344788,0.658618750050664,0.0
geoint,0.1.0,600.066779917106,19.6466016669292,32.0
geoip,0.0.14,600.0617767500225,0.924746957840398,4.0
geoip-api,0.7.1,229.07604450010697,600.0141517498996,154.0
geoip-cli,0.1.0,2.5076429578475654,471.37269191700034,135.0
geoip-http,0.3.0,600.0212062909268,96.03082449990325,74.0
geoip-rs,0.6.1,1.9289996661245823,278.16716383304447,104.0
geoip-sys,0.0.14,7.6075746670830995,0.9364993751514704,1.0
geoip2,0.1.7,600.0476279170252,1.0830632080323994,5.0
geoip2-city,0.1.0,0.991957207908854,0.6130652080755681,0.0
geoip2-codegen,0.1.5,600.0481830409262,0.8724735409487039,4.0
geoiplocation,0.3.0,600.0354246669449,189.5210454170592,88.0
geoipsed,0.1.3,600.0339973750524,39.2446951251477,47.0
geojson,0.24.2,600.0443449157756,3.760524583980441,13.0
gwasm-api,0.3.0,1.8484502921346575,461.058359749848,134.0
gwasm-dispatcher,0.1.0,600.0570794171654,2.310526750050485,10.0
gwasm-instrument,0.3.0,1.4996665001381189,0.7175798329990357,1.0
gwasmi,0.30.0,600.057809041813,2.5142734160181135,11.0
gwasmi_core,0.12.0,600.059500250034,0.9407675410620868,4.0
gwd-backend-firefox,0.1.5,600.0269659999758,101.2211686668452,70.0
gwdiff,1.0.0,0.9551589998882264,0.7763250421267003,32.0
gweather-sys,4.5.0,600.051010041032,4.150208208011463,14.0
gweiyser,0.1.4,2.789486665977165,600.0132275000215,227.0
gwipt,0.5.0,1.9352267920039592,530.8982465830632,145.0
gwmp-mux,0.11.0,108.00804937514476,75.93251112499274,
gwordle,0.1.2,600.0519969169982,1.631443792022765,7.0
gworld,0.1.0,600.0416647498496,3.0466602500528097,9.0
gwv,0.3.2,1.6097178340423852,279.01890549995005,111.0
gwy15-common,0.1.0,600.0176871251315,214.563636333216,97.0
gwyh,0.1.0,600.0241761670914,106.2802671249956,74.0
gx,0.1.0,0.6272271671332419,0.7266716670710593,0.0
gx21m15,0.1.1,600.0282298750244,1.8355452080722896,8.0
gxccd,0.1.1,600.070093333954,0.7759099579416215,3.0
gxci,0.3.7,600.0250419171061,4.014121416024864,15.0
iap-jwt,0.2.0,600.0246377082076,32.67912824987434,40.0
iapi,0.1.0,600.0302392500453,99.35096508311108,72.0
iapiab,0.1.0,2.025963375112042,523.4443076250609,142.0
iaq-core,0.1.0,6.617621500045061,0.7180287078954279,2.0
iarapi-rs,0.1.1,600.0546470000409,2.8399790830444545,11.0
iargs,0.1.0,0.8263974580913782,0.6113137919455767,0.0
iars,0.1.0,600.0608172498178,2.9555833330377936,11.0
ias,0.2.1,600.0289794998243,43.61994949984364,44.0
iasc,0.1.0,600.0461813341826,0.863103416049853,4.0
iascar,0.2.1,600.0437056249939,9.35256295884028,22.0
iastconvert,0.1.2,600.0550463751424,2.4788092910312116,10.0
iasthk,1.0.1,600.0622899581213,1.092797291930765,5.0
iat,0.1.2,600.0569802501705,0.9105461661238224,4.0
iata-types,0.1.4,600.0408947919495,1.305251375073567,6.0
iata_bcbp,1.0.0,350.6386052498128,0.7697511671576649,3.0
iay,0.4.3,600.0191518329084,94.0711273329798,63.0
ib,3.0.0,600.0269156249706,103.51297854213044,71.0
indexmap-nostd,0.4.0,0.7125021249521524,0.6095062920358032,0.0
indexmap-rmw,1.6.3,1.3603832500521094,0.6634233328513801,1.0
indexmenow,0.1.4,600.0348915841896,37.645219541853294,43.0
indexnow,0.0.0,600.0331968748942,54.22625304106623,61.0
indexor,0.5.0,2.6871427497826517,600.0063732080162,149.0
