Crate Name,Severity Label,On lib.rs
agave-move-loader-program-0.1.0     |,SAFE,No
sc-storage-monitor-0.23.0        |,SAFE,No
rarathon-0.0.1             |,CRITICAL,No
nanopass-0.1.8             |,HIGH_SEVERITY,No
indi-client-0.0.1            |,SAFE,No
pic8259-0.11.0             |,MEDIUM_SEVERITY,No
plotpoint-0.1.8             |,HIGH_SEVERITY,No
aws-sdk-bedrockdataautomation-1.13.0  |,LOW_SEVERITY,No
gworld-0.1.0              |,HIGH_SEVERITY,No
bellman-0.14.0             |,SAFE,No
photon_decode-0.2.1           |,HIGH_SEVERITY,No
neobirth-0.1.1             |,CRITICAL,No
crude-0.0.1               |,LOW_SEVERITY,No
indexor-0.5.0              |,CRITICAL,No
disklru-0.3.3              |,CRITICAL,No
crate-starter-1.1.0           |,HIGH_SEVERITY,No
nubls-0.1.0               |,HIGH_SEVERITY,No
drt-sc-codec-0.0.3           |,CRITICAL,No
bevy-animated-text-0.1.0        |,HIGH_SEVERITY,No
rust_cast-0.19.0            |,MEDIUM_SEVERITY,No
beul-1.0.0               |,HIGH_SEVERITY,No
emsend-0.1.0              |,CRITICAL,No
nuclei-0.4.4              |,MEDIUM_SEVERITY,No
bevy-add-events-macro-0.1.0       |,SAFE,No
solana-inflation-2.2.1         |,SAFE,No
rust_chacha20-0.3.0           |,SAFE,No
theban_pass-0.2.0            |,CRITICAL,No
drt-chain-scenario-format-0.0.3     |,HIGH_SEVERITY,No
gwasmi-0.30.0              |,LOW_SEVERITY,No
pkg_impl-2.0.0             |,HIGH_SEVERITY,No
bevy_landmass-0.8.0           |,CRITICAL,No
dango-music-player-0.0.0        |,SAFE,No
theater-0.1.1              |,MEDIUM_SEVERITY,No
uchan-0.1.4               |,CRITICAL,No
betty-0.1.1               |,CRITICAL,No
selfe-config-0.2.1           |,CRITICAL,No
solana-thin-client-2.2.3        |,LOW_SEVERITY,No
betting-0.3.1              |,HIGH_SEVERITY,No
plotlib-0.5.1              |,MEDIUM_SEVERITY,No
pkg_manager-0.1.1            |,CRITICAL,No
nuage-0.1.0               |,SAFE,No
olha-0.0.0               |,SAFE,No
aren_alloc-0.3.0            |,CRITICAL,No
nuc1xx-0.1.2              |,CRITICAL,No
aws-sdk-autoscaling-1.70.0       |,LOW_SEVERITY,No
disasm-riscv-0.5.1           |,HIGH_SEVERITY,No
solana-system-interface-1.0.0      |,LOW_SEVERITY,No
aredis-0.0.4              |,HIGH_SEVERITY,No
plotly-0.12.1              |,LOW_SEVERITY,No
bellpepper-0.4.1            |,MEDIUM_SEVERITY,No
eodhistoricaldata_api-0.4.0       |,HIGH_SEVERITY,No
indexsort-0.2.0             |,SAFE,No
gx-0.1.0                |,SAFE,No
iroh-car-0.5.1             |,MEDIUM_SEVERITY,No
upt-0.9.0                |,HIGH_SEVERITY,No
solana-system-transaction-2.2.1     |,LOW_SEVERITY,No
photondb-engine-0.0.1          |,HIGH_SEVERITY,No
plaixt-core-0.0.0            |,SAFE,No
disassemble-0.0.1            |,SAFE,No
selfe-runtime-0.1.1           |,CRITICAL,No
eos-tzdata-0.0.0            |,SAFE,No
thegarii-0.0.9             |,HIGH_SEVERITY,No
disasm-e2k-0.5.2            |,CRITICAL,No
indi-rs-0.1.0              |,CRITICAL,No
pkgbob-0.0.6              |,CRITICAL,No
pican-0.1.0               |,CRITICAL,No
rscribe-0.1.1              |,CRITICAL,No
emscripten-functions-sys-5.0.401    |,HIGH_SEVERITY,No
air-interpreter-sede-0.1.0       |,HIGH_SEVERITY,No
rascal-scheme-0.1.0           |,SAFE,No
uchr-0.0.2               |,HIGH_SEVERITY,No
air-interpreter-wasm_branch_release-0.0.0|,SAFE,No
bevy_lazy_prefabs-0.2.1         |,CRITICAL,No
solana-idl-converter-0.2.0       |,HIGH_SEVERITY,No
xrpl_api-0.16.7             |,MEDIUM_SEVERITY,No
eos-0.0.0                |,SAFE,No
iapiab-0.1.0              |,CRITICAL,No
sc-sysinfo-41.0.0            |,LOW_SEVERITY,No
theban_interval_tree-0.7.1       |,MEDIUM_SEVERITY,No
rarbg_api-1.0.42            |,MEDIUM_SEVERITY,No
eom-0.11.0               |,CRITICAL,No
moonramp-lunar-macro-0.1.22       |,LOW_SEVERITY,No
rarrow-0.0.1              |,SAFE,No
solana-instruction-2.2.1        |,LOW_SEVERITY,No
deam-0.0.0               |,SAFE,No
bevy-aabb-instancing-0.11.0       |,MEDIUM_SEVERITY,No
self_service-0.0.0           |,CRITICAL,No
nanoid-dictionary-0.4.3         |,SAFE,No
thebakery-0.1.51            |,CRITICAL,No
are-0.0.2                |,SAFE,No
gwasm-instrument-0.3.0         |,MEDIUM_SEVERITY,No
bevoids-0.1.0              |,CRITICAL,No
lmdb-zero-0.4.4             |,MEDIUM_SEVERITY,No
crumsort-0.1.0             |,HIGH_SEVERITY,No
ucd-data-0.1.0             |,SAFE,No
daniel_crate-0.1.1           |,SAFE,No
upstream-ontologist-0.2.2        |,HIGH_SEVERITY,No
sc2-macro-1.0.0             |,MEDIUM_SEVERITY,No
bellframe-0.13.2            |,HIGH_SEVERITY,No
solana-sysvar-id-2.2.1         |,LOW_SEVERITY,No
pic32mx567-0.1.0            |,CRITICAL,No
dice_forge-0.3.0            |,HIGH_SEVERITY,No
xrpl_ws_client-0.16.7          |,CRITICAL,No
uptic-0.1.0               |,CRITICAL,No
self-rust-tokenize-0.4.0        |,MEDIUM_SEVERITY,No
rust_code_visualizer-0.1.2       |,CRITICAL,No
disas-0.1.3               |,CRITICAL,No
flexflow-core-0.1.1           |,SAFE,No
aws-sdk-b2bi-1.67.0           |,LOW_SEVERITY,No
danmuji-0.1.0              |,CRITICAL,No
wayrs-client-1.3.0           |,MEDIUM_SEVERITY,No
rscp-0.1.7               |,CRITICAL,No
arel_macro-0.0.9            |,MEDIUM_SEVERITY,No
olis_string-0.1.3            |,CRITICAL,No
bellboy-0.2.0              |,CRITICAL,No
dante-cli-0.8.3             |,HIGH_SEVERITY,No
moonramp-lunar-0.1.22          |,HIGH_SEVERITY,No
agave-native-loader-0.1.0        |,SAFE,No
rargs-0.3.0               |,HIGH_SEVERITY,No
bevm-0.1.1               |,CRITICAL,No
crate-redeem-in-kind-0.6.0       |,HIGH_SEVERITY,No
waynetest-0.1.0             |,SAFE,No
bellman_ce-0.8.0            |,MEDIUM_SEVERITY,No
planar-0.1.2              |,SAFE,No
mik32-rt-macros-0.5.0          |,MEDIUM_SEVERITY,No
air-interpreter-wasm-0.64.1       |,SAFE,No
gwasm-api-0.3.0             |,CRITICAL,No
emscripten-val-0.1.7          |,CRITICAL,No
pic8259_x86-0.1.0            |,CRITICAL,No
dangerous_option-0.2.0         |,SAFE,No
flexi_logger_datadog-0.1.3       |,CRITICAL,No
mik32-rt-0.1.0             |,CRITICAL,No
napi-build-2.1.5            |,LOW_SEVERITY,No
migres-0.0.1              |,HIGH_SEVERITY,No
thegraph-client-subgraphs-0.1.6     |,HIGH_SEVERITY,No
diskplan-0.1.0             |,CRITICAL,No
napi-calm-down-2.16.13         |,LOW_SEVERITY,No
self-signed-cert-1.0.3         |,HIGH_SEVERITY,No
olekit-1.0.2              |,HIGH_SEVERITY,No
mijit-0.2.4               |,HIGH_SEVERITY,No
solana-token-api-0.19.1         |,LOW_SEVERITY,No
xs233-sys-0.2.0             |,SAFE,No
sc2-proto-0.2.3             |,HIGH_SEVERITY,No
drt-chain-vm-executor-0.0.2       |,SAFE,No
dalvik-0.2.0              |,SAFE,No
pkgar-repo-0.1.15            |,HIGH_SEVERITY,No
nuclear-0.0.10             |,HIGH_SEVERITY,No
agave-noop-program-0.1.0        |,SAFE,No
drt-sc-wasm-adapter-0.0.3        |,CRITICAL,No
oli-tui-0.1.0              |,CRITICAL,No
plamo-0.3.0               |,HIGH_SEVERITY,No
wayplover-0.1.2             |,CRITICAL,No
uchimizu-0.0.1             |,SAFE,No
diskio-0.1.2              |,SAFE,No
photon_garden_obsidian-0.1.0      |,CRITICAL,No
nenya-sentinel-0.0.1          |,SAFE,No
photonic-interface-grpc-proto-0.1.0   |,CRITICAL,No
bevy_lightspeed3d-0.1.0         |,SAFE,No
bevy-aabb-instancing-011-0.9.2     |,CRITICAL,No
rust_cli-0.1.0             |,CRITICAL,No
plan-1.0.1               |,CRITICAL,No
oldwin-yy-thunks-0.1.1         |,SAFE,No
geohasher-0.1.4             |,SAFE,No
solana-sys-tuner-1.14.29        |,LOW_SEVERITY,No
yew_assets-0.1.2            |,HIGH_SEVERITY,No
olin-0.3.0               |,HIGH_SEVERITY,No
upstream-0.1.0             |,HIGH_SEVERITY,No
aws-sdk-bedrock-1.79.0         |,LOW_SEVERITY,No
wayrs-core-1.0.4            |,HIGH_SEVERITY,No
iroga-0.2.2               |,CRITICAL,No
photonic-lua-0.1.0           |,HIGH_SEVERITY,No
neo-email-0.1.1             |,CRITICAL,No
disasm-gen-0.5.1            |,CRITICAL,No
uchardet-2.0.4             |,MEDIUM_SEVERITY,No
uptime_kuma_client-0.1.10        |,HIGH_SEVERITY,No
nanomsg-0.7.2              |,MEDIUM_SEVERITY,No
geoint-0.1.0              |,HIGH_SEVERITY,No
rscv-0.0.2               |,HIGH_SEVERITY,No
solana-tps-client-2.2.3         |,LOW_SEVERITY,No
olio-1.4.0               |,HIGH_SEVERITY,No
agave-move-loader-api-0.1.0       |,SAFE,No
selfish-0.1.0              |,CRITICAL,No
selfref-0.4.3              |,HIGH_SEVERITY,No
diskspace_insight-0.1.94        |,HIGH_SEVERITY,No
air-interpreter-wasm_get_rid_current_peer_id-0.0.4|,SAFE,No
pic2txt-1.0.0              |,CRITICAL,No
theclicker-0.2.1            |,CRITICAL,No
diskspace-0.5.0             |,CRITICAL,No
xs-channel-0.3.7            |,CRITICAL,No
diced-0.1.2               |,SAFE,No
emseries-0.5.1             |,CRITICAL,No
flexi-parse-0.10.0           |,HIGH_SEVERITY,No
xrun-0.12.0               |,HIGH_SEVERITY,No
are_we_touching-0.2.8          |,MEDIUM_SEVERITY,No
ucd-util-0.2.2             |,LOW_SEVERITY,No
plaixt-0.0.0              |,SAFE,No
xrpl_http_client-0.16.7         |,CRITICAL,No
dangit-0.1.0              |,CRITICAL,No
neo-babylon-0.2.0            |,HIGH_SEVERITY,No
air-interpreter-value-0.1.0       |,HIGH_SEVERITY,No
nucleic-acid-0.1.1           |,SAFE,No
drt-chain-vm-0.0.3           |,CRITICAL,No
dice-roller-0.1.3            |,CRITICAL,No
crate-version-experiment-0.3.5     |,SAFE,No
disarray-ledger-0.1.20         |,CRITICAL,No
rust_class-0.1.0            |,SAFE,No
verus-0.0.0               |,SAFE,No
crate-token-0.6.0            |,MEDIUM_SEVERITY,No
indicatif-log-bridge-0.2.3       |,MEDIUM_SEVERITY,No
flexflow-0.1.0             |,SAFE,No
crate-template-0.0.1          |,SAFE,No
neo-crypto-0.1.3            |,HIGH_SEVERITY,No
selfserv-daemon-0.2.0          |,CRITICAL,No
selfsimilar-0.1.0            |,HIGH_SEVERITY,No
sc2-proxy-0.1.0             |,CRITICAL,No
crate-published-0.1.0          |,SAFE,No
crunch-0.5.3              |,SAFE,No
dango-core-0.1.1            |,CRITICAL,No
drt-sdk-0.0.3              |,HIGH_SEVERITY,No
nucleic-acids-0.1.0           |,SAFE,No
pkg_compile_time-0.1.3         |,HIGH_SEVERITY,No
diskit-0.1.4              |,CRITICAL,No
moonshine-0.0.0             |,SAFE,No
sc-transaction-graph-3.0.0       |,LOW_SEVERITY,No
nanoid-0.4.0              |,LOW_SEVERITY,No
emu6809-0.1.2              |,HIGH_SEVERITY,No
air-interpreter-signatures-0.1.7    |,HIGH_SEVERITY,No
plan9_asm-0.4.3             |,SAFE,No
neo-mime-0.1.1             |,MEDIUM_SEVERITY,No
iro-0.0.1                |,LOW_SEVERITY,No
drt-wrewa-swap-sc-0.0.3         |,HIGH_SEVERITY,No
flexi_config-0.1.0           |,CRITICAL,No
planc-0.0.0               |,SAFE,No
geoip2-codegen-0.1.5          |,LOW_SEVERITY,No
solana-json-0.1.2            |,CRITICAL,No
selfe-start-0.1.0            |,CRITICAL,No
diskonaut-0.11.0            |,LOW_SEVERITY,No
plotly-fork-0.8.4            |,LOW_SEVERITY,No
crate-race-1.1.2            |,CRITICAL,No
dib-0.1.0                |,CRITICAL,No
rust_coinlive-0.1.0           |,HIGH_SEVERITY,No
geoip-cli-0.1.0             |,CRITICAL,No
crate-test-xxx-0.1.13          |,SAFE,No
dankboi-0.1.2              |,CRITICAL,No
geohash_gps-0.1.0            |,SAFE,No
crate-version-0.1.0           |,HIGH_SEVERITY,No
yew_audio-0.1.2             |,HIGH_SEVERITY,No
agave-net-utils-0.1.0          |,SAFE,No
moonramp-entity-0.1.22         |,LOW_SEVERITY,No
nanokit-0.2.0              |,CRITICAL,No
deasync-0.1.0              |,HIGH_SEVERITY,No
dicecloud_sheet_printer-0.1.0      |,CRITICAL,No
nanoly-0.1.0              |,SAFE,No
migratour-0.1.1             |,CRITICAL,No
sc-utils-18.0.0             |,LOW_SEVERITY,No
iargs-0.1.0               |,HIGH_SEVERITY,No
oldwin-vc-ltl5-0.1.1          |,SAFE,No
very-trash-cli-0.1.0          |,HIGH_SEVERITY,No
dice-command-parser-0.8.0        |,MEDIUM_SEVERITY,No
geoipsed-0.1.3             |,CRITICAL,No
upsun-0.1.0               |,SAFE,No
dalloriam-cloud-protocol-0.3.1     |,MEDIUM_SEVERITY,No
lmdb-rs-0.7.6              |,MEDIUM_SEVERITY,No
disasm-test-0.5.1            |,LOW_SEVERITY,No
selfstack-0.3.0             |,LOW_SEVERITY,No
rust_combinatorics-0.1.0        |,SAFE,No
iaq-core-0.1.0             |,LOW_SEVERITY,No
deb-rs-0.1.2              |,CRITICAL,No
migrations_internals-2.2.0       |,LOW_SEVERITY,No
gwipt-0.5.0               |,HIGH_SEVERITY,No
bevis-0.1.1               |,HIGH_SEVERITY,No
rust_client-0.2.3            |,CRITICAL,No
eolib-2.1.1               |,MEDIUM_SEVERITY,No
gweather-sys-4.5.0           |,HIGH_SEVERITY,No
diskplan-filesystem-0.1.0        |,CRITICAL,No
indicate-0.2.1             |,CRITICAL,No
diced-py-0.1.2             |,CRITICAL,No
uchrono-0.1.1              |,SAFE,No
naphtha-0.5.0              |,CRITICAL,No
agave-nohash-hasher-0.1.0        |,SAFE,No
uci-parser-1.1.0            |,CRITICAL,No
moonramp-http-0.1.22          |,MEDIUM_SEVERITY,No
bevy_libgdx_atlas-0.3.2         |,CRITICAL,No
dice-roll-0.1.1             |,SAFE,No
nanoir-0.100.0             |,SAFE,No
geohash-tools-0.1.3           |,MEDIUM_SEVERITY,No
veryfast-0.3.1             |,CRITICAL,No
self_encryption-0.31.0         |,MEDIUM_SEVERITY,No
ucf-0.1.5                |,CRITICAL,No
rart-rs-0.0.8              |,CRITICAL,No
thefunlib-0.1.0             |,SAFE,No
pkgar-keys-0.1.15            |,MEDIUM_SEVERITY,No
air-interpreter-wasm_new_stepper_outcome-0.0.13|,SAFE,No
eons-0.1.0               |,CRITICAL,No
thecocktaildb-rs-0.1.0         |,CRITICAL,No
theframework-0.1.33           |,MEDIUM_SEVERITY,No
self_update-0.42.0           |,LOW_SEVERITY,No
iap-jwt-0.2.0              |,CRITICAL,No
crum-0.3.0               |,CRITICAL,No
photonic-0.1.0             |,CRITICAL,No
solana-system-instruction-0.0.1     |,SAFE,No
bevsn-0.1.0               |,SAFE,No
theca-1.0.0               |,CRITICAL,No
lmml-0.6.0               |,MEDIUM_SEVERITY,No
ias-0.2.1                |,CRITICAL,No
nuban_rust-0.1.1            |,SAFE,No
miho_derive-5.2.0            |,LOW_SEVERITY,No
flexi_syslog-0.5.3           |,HIGH_SEVERITY,No
disarray-derive-0.1.13         |,LOW_SEVERITY,No
neo4j-cli-0.1.0             |,CRITICAL,No
photonic-interface-grpc-0.1.0      |,CRITICAL,No
uptest-cli-0.1.4            |,CRITICAL,No
yew-transition-group-0.0.1       |,HIGH_SEVERITY,No
selfie-0.0.3              |,HIGH_SEVERITY,No
rsdbc-mysql-0.0.1            |,CRITICAL,No
very_simple_2d-1.0.0          |,SAFE,No
uptown_funk-0.1.3            |,HIGH_SEVERITY,No
yew-virtualized-0.2.0          |,CRITICAL,No
solana-sysvar-2.2.1           |,LOW_SEVERITY,No
air-interpreter-wasm_crate_release-0.0.18|,SAFE,No
crate-sample-pdaj-0.1.0         |,SAFE,No
plaintalk-0.0.15            |,MEDIUM_SEVERITY,No
solana-inline-spl-2.2.3         |,LOW_SEVERITY,No
moonsdk-1.0.1              |,HIGH_SEVERITY,No
gwy15-common-0.1.0           |,CRITICAL,No
planck_ecs_bundle-1.1.0         |,HIGH_SEVERITY,No
rarena-0.4.0              |,HIGH_SEVERITY,No
indexset-0.11.2             |,MEDIUM_SEVERITY,No
yew-webtransport-0.21.1         |,HIGH_SEVERITY,No
lmfu-1.3.1               |,HIGH_SEVERITY,No
indextree-4.7.3             |,SAFE,No
geoip-rs-0.6.1             |,HIGH_SEVERITY,No
emu-0.1.3                |,MEDIUM_SEVERITY,No
napi-derive-backend-ohos-1.0.4     |,MEDIUM_SEVERITY,No
photondb-tools-0.0.4          |,HIGH_SEVERITY,No
pic2lcd-0.1.0              |,HIGH_SEVERITY,No
oleaut32-sys-0.2.0           |,LOW_SEVERITY,No
bellandeos_file_system_test-0.0.1    |,CRITICAL,No
self_update_danger_no_ssl_verify-0.38.0 |,CRITICAL,No
nucleic-0.0.1              |,SAFE,No
napali-0.1.1              |,CRITICAL,No
napchart-0.3.1             |,HIGH_SEVERITY,No
flexi_func_declarative-0.2.7      |,SAFE,No
agave-ownable-0.1.0           |,SAFE,No
plotly_derive-0.12.1          |,LOW_SEVERITY,No
self_sdk-0.1.0             |,CRITICAL,No
solana-indexer-0.7.4          |,HIGH_SEVERITY,No
bellhop-client-0.2.1          |,HIGH_SEVERITY,No
emu-audio-types-0.1.0          |,SAFE,No
neo-web3-0.1.0             |,CRITICAL,No
eos-s3-0.1.0              |,CRITICAL,No
disarray-macros-0.1.13         |,LOW_SEVERITY,No
irmin-0.3.3               |,LOW_SEVERITY,No
crate-test-20220118-0.2.0        |,SAFE,No
death_god_logging_tool-4.1.3      |,MEDIUM_SEVERITY,No
dearbitrary_derive-1.0.1        |,HIGH_SEVERITY,No
solana-system-client-0.0.1       |,HIGH_SEVERITY,No
selfe-arc-0.1.1             |,CRITICAL,No
geohashrust-0.0.2            |,SAFE,No
photonic-dynamic-runner-0.1.0      |,CRITICAL,No
picat-0.1.0               |,CRITICAL,No
crudcrate-derive-0.1.4         |,CRITICAL,No
bevnet-0.1.0              |,CRITICAL,No
bevy_life-0.11.0            |,HIGH_SEVERITY,No
nanopre-0.1.2              |,HIGH_SEVERITY,No
theatre-0.1.8              |,HIGH_SEVERITY,No
moonramp-program-0.1.22         |,CRITICAL,No
drsh4dow_testing_mini_crate_that_do_nothing-0.1.2|,SAFE,No
