crate_name,version,time_taken
air-interpreter-wasm_get_rid_current_peer_id,0.0.4,0.7116797091439366
arel,0.3.8,600.0490328329615
air-interpreter-wasm_jvalue_flatten,0.0.5,0.660417707869783
air-interpreter-wasm_logger-i32,0.0.5,0.6657891250215471
air-interpreter-wasm_new_it_types,0.0.3,0.6621513748541474
air-interpreter-wasm_new_stepper_outcome,0.0.13,0.7193104161415249
air-interpreter-wasm_prerelease,0.0.1,0.669165707891807
air-interpreter-wasm_security_tetraplets_reborn,0.0.18,0.664773958036676
arel-macros,0.3.8,600.049312209012
arel_macro,0.0.9,600.032799749868
arelith_combat_simulator,1.5.1,600.0260850831401
air-interpreter-cid,0.9.0,600.0149825001135
air-interpreter-interface,0.19.0,600.0155828751158
air-interpreter-sede,0.1.0,600.0290323330555
air-interpreter-signatures,0.1.7,600.0271639579441
air-interpreter-value,0.1.0,600.05256512505
aws-sdk-arczonalshift,1.63.0,600.0265620830469
aws-sdk-artifact,1.52.0,600.0209022080526
aws-sdk-athena,1.66.0,600.0255573748145
aws-sdk-auditmanager,1.63.0,600.0254615000449
aws-sdk-autoscaling,1.70.0,600.0144465409685
aws-sdk-autoscalingplans,1.62.0,600.0252328750212
aws-sdk-b2bi,1.67.0,600.0215299578849
aws-sdk-backup,1.66.0,600.0288641250227
aws-sdk-backupgateway,1.62.0,600.0183160000015
aws-sdk-backupsearch,1.11.0,600.0171868328471
aws-sdk-backupstorage,1.30.0,600.0271366671659
aws-sdk-batch,1.72.0,600.0102072081063
mdbook-tabs,0.2.1,0.683017874835059
mdbook-tag,0.0.2,0.7034322500694543
mdbook-tagger,0.2.0,0.6288643328007311
mdbook-tailor,0.8.2,0.6873026250395924
mdbook-tailwindcss,0.1.1,0.6931839999742806
mdbook-templates,0.1.0,0.6930419579148293
